"date","value"
2007-01-09,17237.76953125
2007-01-10,16942.400390625
2007-01-11,16838.169921875
2007-01-12,17057.009765625
2007-01-15,17209.919921875
2007-01-16,17202.4609375
2007-01-17,17261.349609375
2007-01-18,17370.9296875
2007-01-19,17310.439453125
2007-01-22,17424.1796875
2007-01-23,17408.5703125
2007-01-24,17507.400390625
2007-01-25,17458.30078125
2007-01-26,17421.9296875
2007-01-29,17470.4609375
2007-01-30,17490.189453125
2007-01-31,17383.419921875
2007-02-01,17519.5
2007-02-02,17547.109375
2007-02-05,17344.80078125
2007-02-06,17406.859375
2007-02-07,17292.3203125
2007-02-08,17292.48046875
2007-02-09,17504.330078125
2007-02-13,17621.44921875
2007-02-14,17752.640625
2007-02-15,17897.23046875
2007-02-16,17875.650390625
2007-02-19,17940.08984375
2007-02-20,17939.119140625
2007-02-21,17913.2109375
2007-02-22,18108.7890625
2007-02-23,18188.419921875
2007-02-26,18215.349609375
2007-02-27,18119.919921875
2007-02-28,17604.119140625
2007-03-01,17453.509765625
2007-03-02,17217.9296875
2007-03-05,16642.25
2007-03-06,16844.5
2007-03-07,16764.619140625
2007-03-08,17090.310546875
2007-03-09,17164.0390625
2007-03-12,17292.390625
2007-03-13,17178.83984375
2007-03-14,16676.890625
2007-03-15,16860.390625
2007-03-16,16744.150390625
2007-03-19,17009.55078125
2007-03-20,17163.19921875
2007-03-22,17419.19921875
2007-03-23,17480.609375
2007-03-26,17521.9609375
2007-03-27,17365.05078125
2007-03-28,17254.73046875
2007-03-29,17263.939453125
2007-03-30,17287.650390625
2007-04-02,17028.41015625
2007-04-03,17244.05078125
2007-04-04,17544.08984375
2007-04-05,17491.419921875
2007-04-06,17484.779296875
2007-04-09,17743.759765625
2007-04-10,17664.689453125
2007-04-11,17670.0703125
2007-04-12,17540.419921875
2007-04-13,17363.94921875
2007-04-16,17628.30078125
2007-04-17,17527.44921875
2007-04-18,17667.330078125
2007-04-19,17371.970703125
2007-04-20,17452.619140625
2007-04-23,17455.369140625
2007-04-24,17451.76953125
2007-04-25,17236.16015625
2007-04-26,17429.169921875
2007-04-27,17400.41015625
2007-05-01,17274.98046875
2007-05-02,17394.919921875
2007-05-07,17669.830078125
2007-05-08,17656.83984375
2007-05-09,17748.119140625
2007-05-10,17736.9609375
2007-05-11,17553.720703125
2007-05-14,17677.939453125
2007-05-15,17512.98046875
2007-05-16,17529
2007-05-17,17498.599609375
2007-05-18,17399.580078125
2007-05-21,17556.869140625
2007-05-22,17680.05078125
2007-05-23,17705.119140625
2007-05-24,17696.970703125
2007-05-25,17481.2109375
2007-05-28,17587.58984375
2007-05-29,17672.560546875
2007-05-30,17588.259765625
2007-05-31,17875.75
2007-06-01,17958.880859375
2007-06-04,17973.419921875
2007-06-05,18053.810546875
2007-06-06,18040.9296875
2007-06-07,18053.380859375
2007-06-08,17779.08984375
2007-06-11,17834.48046875
2007-06-12,17760.91015625
2007-06-13,17732.76953125
2007-06-14,17842.2890625
2007-06-15,17971.490234375
2007-06-18,18149.51953125
2007-06-19,18163.609375
2007-06-20,18211.6796875
2007-06-21,18240.30078125
2007-06-22,18188.630859375
2007-06-25,18087.48046875
2007-06-26,18066.109375
2007-06-27,17849.279296875
2007-06-28,17932.26953125
2007-06-29,18138.359375
2007-07-02,18146.30078125
2007-07-03,18149.900390625
2007-07-04,18168.720703125
2007-07-05,18221.48046875
2007-07-06,18140.939453125
2007-07-09,18261.98046875
2007-07-10,18252.669921875
2007-07-11,18049.509765625
2007-07-12,17984.140625
2007-07-13,18238.94921875
2007-07-17,18217.26953125
2007-07-18,18015.580078125
2007-07-19,18116.5703125
2007-07-20,18157.9296875
2007-07-23,17963.640625
2007-07-24,18002.029296875
2007-07-25,17858.419921875
2007-07-26,17702.08984375
2007-07-27,17283.810546875
2007-07-30,17289.30078125
2007-07-31,17248.890625
2007-08-01,16870.98046875
2007-08-02,16984.109375
2007-08-03,16979.859375
2007-08-06,16914.4609375
2007-08-07,16921.76953125
2007-08-08,17029.279296875
2007-08-09,17170.599609375
2007-08-10,16764.08984375
2007-08-13,16800.05078125
2007-08-14,16844.609375
2007-08-15,16475.609375
2007-08-16,16148.490234375
2007-08-17,15273.6796875
2007-08-20,15732.48046875
2007-08-21,15901.33984375
2007-08-22,15900.6396484375
2007-08-23,16316.3203125
2007-08-24,16248.9697265625
2007-08-27,16301.3896484375
2007-08-28,16287.490234375
2007-08-29,16012.830078125
2007-08-30,16153.8203125
2007-08-31,16569.08984375
2007-09-03,16524.9296875
2007-09-04,16420.470703125
2007-09-05,16158.4501953125
2007-09-06,16257
2007-09-07,16122.16015625
2007-09-10,15764.9697265625
2007-09-11,15877.669921875
2007-09-12,15797.599609375
2007-09-13,15821.1904296875
2007-09-14,16127.419921875
2007-09-18,15801.7998046875
2007-09-19,16381.5400390625
2007-09-20,16413.7890625
2007-09-21,16312.6103515625
2007-09-25,16401.73046875
2007-09-26,16435.740234375
2007-09-27,16832.220703125
2007-09-28,16785.689453125
2007-10-01,16845.9609375
2007-10-02,17046.779296875
2007-10-03,17199.890625
2007-10-04,17092.490234375
2007-10-05,17065.0390625
2007-10-09,17159.900390625
2007-10-10,17177.890625
2007-10-11,17458.98046875
2007-10-12,17331.169921875
2007-10-15,17358.150390625
2007-10-16,17137.919921875
2007-10-17,16955.310546875
2007-10-18,17106.08984375
2007-10-19,16814.369140625
2007-10-22,16438.470703125
2007-10-23,16450.580078125
2007-10-24,16358.3896484375
2007-10-25,16284.169921875
2007-10-26,16505.630859375
2007-10-29,16698.080078125
2007-10-30,16651.009765625
2007-10-31,16737.630859375
2007-11-01,16870.400390625
2007-11-02,16517.48046875
2007-11-05,16268.919921875
2007-11-06,16249.6298828125
2007-11-07,16096.6796875
2007-11-08,15771.5703125
2007-11-09,15583.419921875
2007-11-12,15197.08984375
2007-11-13,15126.6298828125
2007-11-14,15499.5595703125
2007-11-15,15396.2998046875
2007-11-16,15154.6103515625
2007-11-19,15042.5595703125
2007-11-20,15211.51953125
2007-11-21,14837.66015625
2007-11-22,14888.76953125
2007-11-26,15135.2099609375
2007-11-27,15222.849609375
2007-11-28,15153.7802734375
2007-11-29,15513.740234375
2007-11-30,15680.669921875
2007-12-03,15628.9697265625
2007-12-04,15480.1904296875
2007-12-05,15608.8798828125
2007-12-06,15874.080078125
2007-12-07,15956.3701171875
2007-12-10,15924.3896484375
2007-12-11,16044.7197265625
2007-12-12,15932.259765625
2007-12-13,15536.51953125
2007-12-14,15514.509765625
2007-12-17,15249.7900390625
2007-12-18,15207.8603515625
2007-12-19,15030.509765625
2007-12-20,15031.599609375
2007-12-21,15257
2007-12-25,15552.58984375
2007-12-26,15653.5400390625
2007-12-27,15564.6904296875
2007-12-28,15307.7802734375
2008-01-04,14691.41015625
2008-01-07,14500.5498046875
2008-01-08,14528.669921875
2008-01-09,14599.16015625
2008-01-10,14388.1103515625
2008-01-11,14110.7900390625
2008-01-15,13972.6298828125
2008-01-16,13504.509765625
2008-01-17,13783.4501953125
2008-01-18,13861.2900390625
2008-01-21,13325.9404296875
2008-01-22,12573.0498046875
2008-01-23,12829.0595703125
2008-01-24,13092.7802734375
2008-01-25,13629.16015625
2008-01-28,13087.91015625
2008-01-29,13478.8603515625
2008-01-30,13345.0302734375
2008-01-31,13592.4697265625
2008-02-01,13497.16015625
2008-02-04,13859.7001953125
2008-02-05,13745.5
2008-02-06,13099.240234375
2008-02-07,13207.150390625
2008-02-08,13017.240234375
2008-02-12,13021.9599609375
2008-02-13,13068.2998046875
2008-02-14,13626.4501953125
2008-02-15,13622.5595703125
2008-02-18,13635.400390625
2008-02-19,13757.91015625
2008-02-20,13310.3701171875
2008-02-21,13688.2802734375
2008-02-22,13500.4599609375
2008-02-25,13914.5703125
2008-02-26,13824.7197265625
2008-02-27,14031.2998046875
2008-02-28,13925.509765625
2008-02-29,13603.01953125
2008-03-03,12992.1796875
2008-03-04,12992.2802734375
2008-03-05,12972.0595703125
2008-03-06,13215.419921875
2008-03-07,12782.7998046875
2008-03-10,12532.1298828125
2008-03-11,12658.2802734375
2008-03-12,12861.1298828125
2008-03-13,12433.4404296875
2008-03-14,12241.599609375
2008-03-17,11787.509765625
2008-03-18,11964.16015625
2008-03-19,12260.4404296875
2008-03-21,12482.5703125
2008-03-24,12480.08984375
2008-03-25,12745.2197265625
2008-03-26,12706.6298828125
2008-03-27,12604.580078125
2008-03-28,12820.4697265625
2008-03-31,12525.5400390625
2008-04-01,12656.419921875
2008-04-02,13189.3603515625
2008-04-03,13389.900390625
2008-04-04,13293.2197265625
2008-04-07,13450.23046875
2008-04-08,13250.4296875
2008-04-09,13111.8896484375
2008-04-10,12945.2998046875
2008-04-11,13323.73046875
2008-04-14,12917.509765625
2008-04-15,12990.580078125
2008-04-16,13146.1298828125
2008-04-17,13398.2998046875
2008-04-18,13476.4501953125
2008-04-21,13696.5498046875
2008-04-22,13547.8203125
2008-04-23,13579.16015625
2008-04-24,13540.8701171875
2008-04-25,13863.4697265625
2008-04-28,13894.3701171875
2008-04-30,13849.990234375
2008-05-01,13766.8603515625
2008-05-02,14049.259765625
2008-05-07,14102.48046875
2008-05-08,13943.259765625
2008-05-09,13655.33984375
2008-05-12,13743.3603515625
2008-05-13,13953.73046875
2008-05-14,14118.5498046875
2008-05-15,14251.740234375
2008-05-16,14219.48046875
2008-05-19,14269.6103515625
2008-05-20,14160.08984375
2008-05-21,13926.2998046875
2008-05-22,13978.4599609375
2008-05-23,14012.2001953125
2008-05-26,13690.1904296875
2008-05-27,13893.3095703125
2008-05-28,13709.4404296875
2008-05-29,14124.4697265625
2008-05-30,14338.5400390625
2008-06-02,14440.1396484375
2008-06-03,14209.169921875
2008-06-04,14435.5703125
2008-06-05,14341.1201171875
2008-06-06,14489.4404296875
2008-06-09,14181.3798828125
2008-06-10,14021.169921875
2008-06-11,14183.48046875
2008-06-12,13888.599609375
2008-06-13,13973.73046875
2008-06-16,14354.3701171875
2008-06-17,14348.3701171875
2008-06-18,14452.8203125
2008-06-19,14130.169921875
2008-06-20,13942.080078125
2008-06-23,13857.4697265625
2008-06-24,13849.5595703125
2008-06-25,13829.919921875
2008-06-26,13822.3203125
2008-06-27,13544.3603515625
2008-06-30,13481.3798828125
2008-07-01,13463.2001953125
2008-07-02,13286.3701171875
2008-07-03,13265.400390625
2008-07-04,13237.8896484375
2008-07-07,13360.0400390625
2008-07-08,13033.099609375
2008-07-09,13052.1298828125
2008-07-10,13067.2099609375
2008-07-11,13039.6904296875
2008-07-14,13010.16015625
2008-07-15,12754.5595703125
2008-07-16,12760.7998046875
2008-07-17,12887.9501953125
2008-07-18,12803.7001953125
2008-07-22,13184.9599609375
2008-07-23,13312.9296875
2008-07-24,13603.3095703125
2008-07-25,13334.759765625
2008-07-28,13353.7802734375
2008-07-29,13159.4501953125
2008-07-30,13367.7900390625
2008-07-31,13376.8095703125
2008-08-01,13094.58984375
2008-08-04,12933.1796875
2008-08-05,12914.66015625
2008-08-06,13254.8896484375
2008-08-07,13124.990234375
2008-08-08,13168.41015625
2008-08-11,13430.91015625
2008-08-12,13303.599609375
2008-08-13,13023.0498046875
2008-08-14,12956.7998046875
2008-08-15,13019.41015625
2008-08-18,13165.4501953125
2008-08-19,12865.0498046875
2008-08-20,12851.6904296875
2008-08-21,12752.2099609375
2008-08-22,12666.0400390625
2008-08-25,12878.66015625
2008-08-26,12778.7099609375
2008-08-27,12752.9599609375
2008-08-28,12768.25
2008-08-29,13072.8701171875
2008-09-01,12834.1796875
2008-09-02,12609.4697265625
2008-09-03,12689.58984375
2008-09-04,12557.66015625
2008-09-05,12212.23046875
2008-09-08,12624.4599609375
2008-09-09,12400.650390625
2008-09-10,12346.6298828125
2008-09-11,12102.5
2008-09-12,12214.759765625
2008-09-16,11609.7197265625
2008-09-17,11749.7900390625
2008-09-18,11489.2998046875
2008-09-19,11920.8603515625
2008-09-22,12090.58984375
2008-09-24,12115.0302734375
2008-09-25,12006.5302734375
2008-09-26,11893.16015625
2008-09-29,11743.6103515625
2008-09-30,11259.8603515625
2008-10-01,11368.259765625
2008-10-02,11154.759765625
2008-10-03,10938.1396484375
2008-10-06,10473.08984375
2008-10-07,10155.900390625
2008-10-08,9203.3203125
2008-10-09,9157.490234375
2008-10-10,8276.4296875
2008-10-14,9447.5703125
2008-10-15,9547.4697265625
2008-10-16,8458.4501953125
2008-10-17,8693.8203125
2008-10-20,9005.58984375
2008-10-21,9306.25
2008-10-22,8674.6904296875
2008-10-23,8460.98046875
2008-10-24,7649.080078125
2008-10-27,7162.89990234375
2008-10-28,7621.919921875
2008-10-29,8211.900390625
2008-10-30,9029.759765625
2008-10-31,8576.98046875
2008-11-04,9114.599609375
2008-11-05,9521.240234375
2008-11-06,8899.1396484375
2008-11-07,8583
2008-11-10,9081.4296875
2008-11-11,8809.2998046875
2008-11-12,8695.509765625
2008-11-13,8238.6396484375
2008-11-14,8462.3896484375
2008-11-17,8522.580078125
2008-11-18,8328.41015625
2008-11-19,8273.2197265625
2008-11-20,7703.0400390625
2008-11-21,7910.7900390625
2008-11-25,8323.9296875
2008-11-26,8213.2197265625
2008-11-27,8373.3896484375
2008-11-28,8512.26953125
2008-12-01,8397.2197265625
2008-12-02,7863.68994140625
2008-12-03,8004.10009765625
2008-12-04,7924.240234375
2008-12-05,7917.509765625
2008-12-08,8329.0498046875
2008-12-09,8395.8701171875
2008-12-10,8660.240234375
2008-12-11,8720.5498046875
2008-12-12,8235.8701171875
2008-12-15,8664.66015625
2008-12-16,8568.01953125
2008-12-17,8612.51953125
2008-12-18,8667.23046875
2008-12-19,8588.51953125
2008-12-22,8723.7802734375
2008-12-24,8517.099609375
2008-12-25,8599.5
2008-12-26,8739.51953125
2008-12-29,8747.169921875
2008-12-30,8859.5595703125
2009-01-05,9043.1201171875
2009-01-06,9080.83984375
2009-01-07,9239.240234375
2009-01-08,8876.419921875
2009-01-09,8836.7998046875
2009-01-13,8413.91015625
2009-01-14,8438.4501953125
2009-01-15,8023.31005859375
2009-01-16,8230.150390625
2009-01-19,8256.849609375
2009-01-20,8065.7900390625
2009-01-21,7901.64013671875
2009-01-22,8051.740234375
2009-01-23,7745.25
2009-01-26,7682.14013671875
2009-01-27,8061.06982421875
2009-01-28,8106.2900390625
2009-01-29,8251.240234375
2009-01-30,7994.0498046875
2009-02-02,7873.97998046875
2009-02-03,7825.509765625
2009-02-04,8038.93994140625
2009-02-05,7949.64990234375
2009-02-06,8076.6201171875
2009-02-09,7969.02978515625
2009-02-10,7945.93994140625
2009-02-12,7705.35986328125
2009-02-13,7779.39990234375
2009-02-16,7750.169921875
2009-02-17,7645.509765625
2009-02-18,7534.43994140625
2009-02-19,7557.64990234375
2009-02-20,7416.3798828125
2009-02-23,7376.16015625
2009-02-24,7268.56005859375
2009-02-25,7461.22021484375
2009-02-26,7457.93017578125
2009-02-27,7568.419921875
2009-03-02,7280.14990234375
2009-03-03,7229.72021484375
2009-03-04,7290.9599609375
2009-03-05,7433.490234375
2009-03-06,7173.10009765625
2009-03-09,7086.02978515625
2009-03-10,7054.97998046875
2009-03-11,7376.1201171875
2009-03-12,7198.25
2009-03-13,7569.27978515625
2009-03-16,7704.14990234375
2009-03-17,7949.1298828125
2009-03-18,7972.169921875
2009-03-19,7945.9599609375
2009-03-23,8215.5302734375
2009-03-24,8488.2998046875
2009-03-25,8479.990234375
2009-03-26,8636.330078125
2009-03-27,8626.9697265625
2009-03-30,8236.080078125
2009-03-31,8109.52978515625
2009-04-01,8351.91015625
2009-04-02,8719.7802734375
2009-04-03,8749.83984375
2009-04-06,8857.9296875
2009-04-07,8832.849609375
2009-04-08,8595.009765625
2009-04-09,8916.0595703125
2009-04-10,8964.1103515625
2009-04-13,8924.4296875
2009-04-14,8842.6796875
2009-04-15,8742.9599609375
2009-04-16,8755.259765625
2009-04-17,8907.580078125
2009-04-20,8924.75
2009-04-21,8711.330078125
2009-04-22,8727.2998046875
2009-04-23,8847.009765625
2009-04-24,8707.990234375
2009-04-27,8726.33984375
2009-04-28,8493.76953125
2009-04-30,8828.259765625
2009-05-01,8977.3701171875
2009-05-07,9385.7001953125
2009-05-08,9432.830078125
2009-05-11,9451.98046875
2009-05-12,9298.6103515625
2009-05-13,9340.490234375
2009-05-14,9093.73046875
2009-05-15,9265.01953125
2009-05-18,9038.6904296875
2009-05-19,9290.2900390625
2009-05-20,9344.6396484375
2009-05-21,9264.150390625
2009-05-22,9225.8095703125
2009-05-25,9347
2009-05-26,9310.8095703125
2009-05-27,9438.76953125
2009-05-28,9451.3896484375
2009-05-29,9522.5
2009-06-01,9677.75
2009-06-02,9704.3095703125
2009-06-03,9741.669921875
2009-06-04,9668.9599609375
2009-06-05,9768.009765625
2009-06-08,9865.6298828125
2009-06-09,9786.8203125
2009-06-10,9991.490234375
2009-06-11,9981.330078125
2009-06-12,10135.8203125
2009-06-15,10039.669921875
2009-06-16,9752.8798828125
2009-06-17,9840.849609375
2009-06-18,9703.7197265625
2009-06-19,9786.259765625
2009-06-22,9826.26953125
2009-06-23,9549.6103515625
2009-06-24,9590.3203125
2009-06-25,9796.080078125
2009-06-26,9877.3896484375
2009-06-29,9783.4697265625
2009-06-30,9958.4404296875
2009-07-01,9939.9296875
2009-07-02,9876.150390625
2009-07-03,9816.0703125
2009-07-06,9680.8701171875
2009-07-07,9647.7900390625
2009-07-08,9420.75
2009-07-09,9291.0595703125
2009-07-10,9287.2802734375
2009-07-13,9050.330078125
2009-07-14,9261.8095703125
2009-07-15,9269.25
2009-07-16,9344.16015625
2009-07-17,9395.3203125
2009-07-21,9652.01953125
2009-07-22,9723.16015625
2009-07-23,9792.9404296875
2009-07-24,9944.5498046875
2009-07-27,10088.66015625
2009-07-28,10087.259765625
2009-07-29,10113.240234375
2009-07-30,10165.2099609375
2009-07-31,10356.830078125
2009-08-03,10352.4697265625
2009-08-04,10375.009765625
2009-08-05,10252.5302734375
2009-08-06,10388.08984375
2009-08-07,10412.08984375
2009-08-10,10524.259765625
2009-08-11,10585.4599609375
2009-08-12,10435
2009-08-13,10517.1904296875
2009-08-14,10597.330078125
2009-08-17,10268.6103515625
2009-08-18,10284.9599609375
2009-08-19,10204
2009-08-20,10383.41015625
2009-08-21,10238.2001953125
2009-08-24,10581.0498046875
2009-08-25,10497.3603515625
2009-08-26,10639.7099609375
2009-08-27,10473.9697265625
2009-08-28,10534.1396484375
2009-08-31,10492.5302734375
2009-09-02,10280.4599609375
2009-09-03,10214.6396484375
2009-09-04,10187.1103515625
2009-09-07,10320.9404296875
2009-09-08,10393.23046875
2009-09-09,10312.1396484375
2009-09-10,10513.669921875
2009-09-11,10444.330078125
2009-09-14,10202.0595703125
2009-09-15,10217.6201171875
2009-09-16,10270.76953125
2009-09-17,10443.7998046875
2009-09-18,10370.5400390625
2009-09-24,10544.2197265625
2009-09-25,10265.98046875
2009-09-28,10009.51953125
2009-09-29,10100.2001953125
2009-09-30,10133.23046875
2009-10-01,9978.6396484375
2009-10-02,9731.8701171875
2009-10-05,9674.490234375
2009-10-06,9691.7998046875
2009-10-07,9799.599609375
2009-10-08,9832.4697265625
2009-10-09,10016.3896484375
2009-10-13,10076.5595703125
2009-10-14,10060.2099609375
2009-10-15,10238.650390625
2009-10-16,10257.5595703125
2009-10-19,10236.509765625
2009-10-20,10336.83984375
2009-10-21,10333.3896484375
2009-10-22,10267.169921875
2009-10-23,10282.990234375
2009-10-26,10362.6201171875
2009-10-27,10212.4599609375
2009-10-28,10075.0498046875
2009-10-29,9891.099609375
2009-10-30,10034.740234375
2009-11-02,9802.9501953125
2009-11-04,9844.3095703125
2009-11-05,9717.4404296875
2009-11-06,9789.349609375
2009-11-09,9808.990234375
2009-11-10,9870.73046875
2009-11-11,9871.6796875
2009-11-12,9804.490234375
2009-11-13,9770.3095703125
2009-11-16,9791.1796875
2009-11-17,9729.9296875
2009-11-18,9676.7998046875
2009-11-19,9549.4697265625
2009-11-20,9497.6796875
2009-11-24,9401.580078125
2009-11-25,9441.6396484375
2009-11-26,9383.240234375
2009-11-27,9081.51953125
2009-11-30,9345.5498046875
2009-12-01,9572.2001953125
2009-12-02,9608.9404296875
2009-12-03,9977.669921875
2009-12-04,10022.58984375
2009-12-07,10167.599609375
2009-12-08,10140.4697265625
2009-12-09,10004.7197265625
2009-12-10,9862.8203125
2009-12-11,10107.8701171875
2009-12-14,10105.6796875
2009-12-15,10083.48046875
2009-12-16,10177.41015625
2009-12-17,10163.7998046875
2009-12-18,10142.0498046875
2009-12-21,10183.4697265625
2009-12-22,10378.0302734375
2009-12-24,10536.919921875
2009-12-25,10494.7099609375
2009-12-28,10634.23046875
2009-12-29,10638.0595703125
2009-12-30,10546.4404296875
2010-01-04,10654.7900390625
2010-01-05,10681.830078125
2010-01-06,10731.4501953125
2010-01-07,10681.66015625
2010-01-08,10798.3203125
2010-01-12,10879.1396484375
2010-01-13,10735.0302734375
2010-01-14,10907.6796875
2010-01-15,10982.099609375
2010-01-18,10855.080078125
2010-01-19,10764.900390625
2010-01-20,10737.51953125
2010-01-21,10868.41015625
2010-01-22,10590.5498046875
2010-01-25,10512.6904296875
2010-01-26,10325.2802734375
2010-01-27,10252.080078125
2010-01-28,10414.2900390625
2010-01-29,10198.0400390625
2010-02-01,10205.01953125
2010-02-02,10371.08984375
2010-02-03,10404.330078125
2010-02-04,10355.98046875
2010-02-05,10057.08984375
2010-02-08,9951.8203125
2010-02-09,9932.900390625
2010-02-10,9963.990234375
2010-02-12,10092.1904296875
2010-02-15,10013.2998046875
2010-02-16,10034.25
2010-02-17,10306.830078125
2010-02-18,10335.6904296875
2010-02-19,10123.580078125
2010-02-22,10400.4697265625
2010-02-23,10352.099609375
2010-02-24,10198.830078125
2010-02-25,10101.9599609375
2010-02-26,10126.0302734375
2010-03-01,10172.0595703125
2010-03-02,10221.83984375
2010-03-03,10253.1396484375
